Country,Year,Crop,Yield,Pesticide_Usage,Avg_temperature,Average_rainfall_mm_per_year,climate_factor,yield_lag,rolling_avg_yield,pesticide_effectiveness
Haiti,1997,Maize,7986,16.35,27.74,1440.0,39945.6,7940.0,8003.4,460.28818443804033
Haiti,1998,Maize,7900,23.78,27.57,1440.0,39700.8,7986.0,7968.0,318.8054882970137
Haiti,1999,Maize,8333,26.32,27.01,1440.0,38894.4,7900.0,8031.8,305.0146412884334
Haiti,2000,Maize,7500,27.85,26.76,1440.0,38534.4,8333.0,7931.8,259.96533795493934
Haiti,2001,Maize,6923,27.85,27.21,1440.0,39182.4,7500.0,7728.4,239.96533795493934
Haiti,2002,Maize,7475,27.85,27.42,1440.0,39484.8,6923.0,7626.2,259.0987868284229
Haiti,2004,Maize,7615,27.85,27.37,1440.0,39412.8,7475.0,7569.2,263.95147313691507
Haiti,2005,Maize,7802,27.85,27.35,1440.0,39384.0,7615.0,7463.0,270.43327556325823
Haiti,2006,Maize,7795,27.85,27.41,1440.0,39470.4,7802.0,7522.0,270.1906412478336
Haiti,2007,Maize,7803,27.85,27.47,1440.0,39556.799999999996,7795.0,7698.0,270.4679376083189
Haiti,2008,Maize,7807,27.85,27.08,1440.0,38995.2,7803.0,7764.4,270.6065857885615
Haiti,2009,Maize,8013,27.85,27.35,1440.0,39384.0,7807.0,7844.0,277.74696707105716
Haiti,2010,Maize,8045,27.85,27.19,1440.0,39153.6,8013.0,7892.6,278.8561525129983
Haiti,2011,Maize,8103,27.85,27.1,1440.0,39024.0,8045.0,7954.2,280.86655112651647
Haiti,2012,Maize,8168,27.85,27.2,1440.0,39168.0,8103.0,8027.2,283.11958405545926
Haiti,2013,Maize,8545,27.85,27.2,1440.0,39168.0,8168.0,8174.8,296.18717504332756
Haiti,1990,Plantains and others,70238,17.14,27.11,1440.0,39038.4,8545.0,20619.8,3871.99558985667
Haiti,1991,Plantains and others,70000,18.86,27.01,1440.0,38894.4,70238.0,33010.8,3524.6727089627393
Haiti,1992,Plantains and others,67595,11.52,26.81,1440.0,38606.4,70000.0,44909.2,5398.961661341853
Haiti,1993,Plantains and others,65854,6.96,26.78,1440.0,38563.200000000004,67595.0,56446.4,8273.115577889448
Haiti,1994,Plantains and others,64444,8.58,27.28,1440.0,39283.200000000004,65854.0,67626.2,6726.931106471816
Haiti,1995,Plantains and others,66587,12.32,27.3,1440.0,39312.0,64444.0,66896.0,4999.024024024024
Haiti,1996,Plantains and others,66453,14.44,26.85,1440.0,38664.0,66587.0,66186.6,4303.9507772020725
Haiti,1997,Plantains and others,66768,16.35,27.74,1440.0,39945.6,66453.0,66021.2,3848.2997118155617
Haiti,1998,Plantains and others,66801,23.78,27.57,1440.0,39700.8,66768.0,66210.6,2695.762711864407
Haiti,1999,Plantains and others,66922,26.32,27.01,1440.0,38894.4,66801.0,66706.2,2449.5607613469983
Haiti,2000,Plantains and others,66953,27.85,26.76,1440.0,38534.4,66922.0,66779.4,2320.727902946274
Haiti,2001,Plantains and others,66667,27.85,27.21,1440.0,39182.4,66953.0,66822.2,2310.8145580589253
Haiti,2002,Plantains and others,67059,27.85,27.42,1440.0,39484.8,66667.0,66880.4,2324.4020797227035
Haiti,2004,Plantains and others,63636,27.85,27.37,1440.0,39412.8,67059.0,66247.4,2205.7538994800693
Haiti,2005,Plantains and others,66201,27.85,27.35,1440.0,39384.0,63636.0,66103.2,2294.6620450606583
Haiti,2006,Plantains and others,64634,27.85,27.41,1440.0,39470.4,66201.0,65639.4,2240.3466204506067
Haiti,2007,Plantains and others,64865,27.85,27.47,1440.0,39556.799999999996,64634.0,65279.0,2248.3535528596185
Haiti,2008,Plantains and others,64516,27.85,27.08,1440.0,38995.2,64865.0,64770.4,2236.256499133449
Haiti,2009,Plantains and others,95921,27.85,27.35,1440.0,39384.0,64516.0,71227.4,3324.818024263431
Haiti,2010,Plantains and others,66250,27.85,27.19,1440.0,39153.6,95921.0,71237.2,2296.360485268631
Haiti,2011,Plantains and others,66250,27.85,27.1,1440.0,39024.0,66250.0,71560.4,2296.360485268631
Haiti,2012,Plantains and others,66750,27.85,27.2,1440.0,39168.0,66250.0,71937.4,2313.69150779896
Haiti,2013,Plantains and others,51436,27.85,27.2,1440.0,39168.0,66750.0,69321.4,1782.8769497400347
Haiti,1990,Potatoes,109308,17.14,27.11,1440.0,39038.4,51436.0,71998.8,6025.7993384785
Haiti,1991,Potatoes,142771,18.86,27.01,1440.0,38894.4,109308.0,87303.0,7188.872104733132
Haiti,1992,Potatoes,145455,11.52,26.81,1440.0,38606.4,142771.0,103144.0,11617.811501597445
Haiti,1993,Potatoes,150000,6.96,26.78,1440.0,38563.200000000004,145455.0,119794.0,18844.22110552764
Haiti,1994,Potatoes,146259,8.58,27.28,1440.0,39283.200000000004,150000.0,138758.6,15267.118997912317
Haiti,1995,Potatoes,143353,12.32,27.3,1440.0,39312.0,146259.0,145567.6,10762.237237237237
Haiti,1996,Potatoes,140000,14.44,26.85,1440.0,38664.0,143353.0,145013.4,9067.357512953367
Haiti,1997,Potatoes,133760,16.35,27.74,1440.0,39945.6,140000.0,142674.4,7709.510086455331
Haiti,1998,Potatoes,127059,23.78,27.57,1440.0,39700.8,133760.0,138086.2,5127.481840193705
Haiti,1999,Potatoes,122222,26.32,27.01,1440.0,38894.4,127059.0,133278.8,4473.718887262079
Haiti,2000,Potatoes,120000,27.85,26.76,1440.0,38534.4,122222.0,128608.2,4159.4454072790295
Haiti,2001,Potatoes,129412,27.85,27.21,1440.0,39182.4,120000.0,126490.6,4485.684575389948
Haiti,2002,Potatoes,127500,27.85,27.42,1440.0,39484.8,129412.0,125238.6,4419.410745233969
Haiti,2004,Potatoes,127778,27.85,27.37,1440.0,39412.8,127500.0,125382.4,4429.046793760832
Haiti,2005,Potatoes,130000,27.85,27.35,1440.0,39384.0,127778.0,126938.0,4506.065857885615
Haiti,2006,Potatoes,130461,27.85,27.41,1440.0,39470.4,130000.0,129030.2,4522.045060658578
Haiti,2007,Potatoes,131818,27.85,27.47,1440.0,39556.799999999996,130461.0,129511.4,4569.081455805892
Haiti,2008,Potatoes,130435,27.85,27.08,1440.0,38995.2,131818.0,130098.4,4521.143847487002
Haiti,2009,Potatoes,125000,27.85,27.35,1440.0,39384.0,130435.0,129542.8,4332.7556325823225
Haiti,2010,Potatoes,121373,27.85,27.19,1440.0,39153.6,125000.0,127817.4,4207.036395147314
Haiti,2011,Potatoes,126448,27.85,27.1,1440.0,39024.0,121373.0,127014.8,4382.946273830155
Haiti,2012,Potatoes,127191,27.85,27.2,1440.0,39168.0,126448.0,126089.4,4408.700173310225
Haiti,2013,Potatoes,127142,27.85,27.2,1440.0,39168.0,127191.0,125430.8,4407.001733102253
Haiti,1990,"Rice, paddy",21122,17.14,27.11,1440.0,39038.4,127142.0,104655.2,1164.3880926130098
Haiti,1991,"Rice, paddy",20000,18.86,27.01,1440.0,38894.4,21122.0,84380.6,1007.0493454179255
Haiti,1992,"Rice, paddy",21586,11.52,26.81,1440.0,38606.4,20000.0,63408.2,1724.1214057507989
Haiti,1993,"Rice, paddy",20000,6.96,26.78,1440.0,38563.200000000004,21586.0,41970.0,2512.5628140703516
Haiti,1994,"Rice, paddy",19811,8.58,27.28,1440.0,39283.200000000004,20000.0,20503.8,2067.954070981211
Haiti,1995,"Rice, paddy",20000,12.32,27.3,1440.0,39312.0,19811.0,20279.4,1501.5015015015015
Haiti,1996,"Rice, paddy",24896,14.44,26.85,1440.0,38664.0,20000.0,21258.6,1612.435233160622
Haiti,1997,"Rice, paddy",22857,16.35,27.74,1440.0,39945.6,24896.0,21512.8,1317.4063400576367
Haiti,1998,"Rice, paddy",19800,23.78,27.57,1440.0,39700.8,22857.0,21472.8,799.0314769975787
Haiti,1999,"Rice, paddy",20833,26.32,27.01,1440.0,38894.4,19800.0,21677.2,762.5549048316252
Haiti,2000,"Rice, paddy",25000,27.85,26.76,1440.0,38534.4,20833.0,22677.2,866.5511265164645
Haiti,2001,"Rice, paddy",20117,27.85,27.21,1440.0,39182.4,25000.0,21721.4,697.2963604852686
Haiti,2002,"Rice, paddy",20000,27.85,27.42,1440.0,39484.8,20117.0,21150.0,693.2409012131716
Haiti,2004,"Rice, paddy",20508,27.85,27.37,1440.0,39412.8,20000.0,21291.6,710.8492201039861
Haiti,2005,"Rice, paddy",20270,27.85,27.35,1440.0,39384.0,20508.0,21179.0,702.5996533795494
Haiti,2006,"Rice, paddy",20755,27.85,27.41,1440.0,39470.4,20270.0,20330.0,719.4107452339688
Haiti,2007,"Rice, paddy",22491,27.85,27.47,1440.0,39556.799999999996,20755.0,20804.8,779.584055459272
Haiti,2008,"Rice, paddy",20755,27.85,27.08,1440.0,38995.2,22491.0,20955.8,719.4107452339688
Haiti,2009,"Rice, paddy",22313,27.85,27.35,1440.0,39384.0,20755.0,21316.8,773.4142114384748
Haiti,2010,"Rice, paddy",23321,27.85,27.19,1440.0,39153.6,22313.0,21927.0,808.3535528596187
Haiti,2011,"Rice, paddy",24043,27.85,27.1,1440.0,39024.0,23321.0,22584.6,833.3795493934142
Haiti,2012,"Rice, paddy",24722,27.85,27.2,1440.0,39168.0,24043.0,23030.8,856.9150779896014
Haiti,2013,"Rice, paddy",28789,27.85,27.2,1440.0,39168.0,24722.0,24637.6,997.8856152512998
Haiti,1990,Sorghum,8000,17.14,27.11,1440.0,39038.4,28789.0,21775.0,441.0143329658214
Haiti,1991,Sorghum,8182,18.86,27.01,1440.0,38894.4,8000.0,18747.2,411.9838872104733
Haiti,1992,Sorghum,8333,11.52,26.81,1440.0,38606.4,8182.0,15605.2,665.5750798722045
Haiti,1993,Sorghum,7829,6.96,26.78,1440.0,38563.200000000004,8333.0,12226.6,983.5427135678392
Haiti,1994,Sorghum,7500,8.58,27.28,1440.0,39283.200000000004,7829.0,7968.8,782.8810020876826
Haiti,1995,Sorghum,7660,12.32,27.3,1440.0,39312.0,7500.0,7900.8,575.0750750750751
Haiti,1996,Sorghum,7469,14.44,26.85,1440.0,38664.0,7660.0,7758.2,483.7435233160622
Haiti,1997,Sorghum,7692,16.35,27.74,1440.0,39945.6,7469.0,7630.0,443.342939481268
Haiti,1998,Sorghum,7400,23.78,27.57,1440.0,39700.8,7692.0,7544.2,298.6279257465698
Haiti,1999,Sorghum,7692,26.32,27.01,1440.0,38894.4,7400.0,7582.6,281.55197657393853
Haiti,2000,Sorghum,7000,27.85,26.76,1440.0,38534.4,7692.0,7450.6,242.63431542461004
Haiti,2001,Sorghum,6250,27.85,27.21,1440.0,39182.4,7000.0,7206.8,216.63778162911612
Haiti,2002,Sorghum,7791,27.85,27.42,1440.0,39484.8,6250.0,7226.6,270.05199306759096
Haiti,2004,Sorghum,8261,27.85,27.37,1440.0,39412.8,7791.0,7398.8,286.3431542461005
Haiti,2005,Sorghum,8696,27.85,27.35,1440.0,39384.0,8261.0,7599.6,301.421143847487
Haiti,2006,Sorghum,8696,27.85,27.41,1440.0,39470.4,8696.0,7938.8,301.421143847487
Haiti,2007,Sorghum,8696,27.85,27.47,1440.0,39556.799999999996,8696.0,8428.0,301.421143847487
Haiti,2008,Sorghum,8696,27.85,27.08,1440.0,38995.2,8696.0,8609.0,301.421143847487
Haiti,2009,Sorghum,10125,27.85,27.35,1440.0,39384.0,8696.0,8981.8,350.9532062391681
Haiti,2010,Sorghum,9161,27.85,27.19,1440.0,39153.6,10125.0,9074.8,317.5389948006932
Haiti,2011,Sorghum,9035,27.85,27.1,1440.0,39024.0,9161.0,9142.6,313.17157712305027
Haiti,2012,Sorghum,8939,27.85,27.2,1440.0,39168.0,9035.0,9191.2,309.844020797227
Haiti,2013,Sorghum,8529,27.85,27.2,1440.0,39168.0,8939.0,9157.8,295.632582322357
Haiti,1990,Sweet potatoes,34921,17.14,27.11,1440.0,39038.4,8529.0,14117.0,1925.0826901874311
Haiti,1991,Sweet potatoes,30303,18.86,27.01,1440.0,38894.4,34921.0,18345.4,1525.8308157099698
Haiti,1992,Sweet potatoes,31030,11.52,26.81,1440.0,38606.4,30303.0,22744.4,2478.4345047923325
Haiti,1993,Sweet potatoes,31148,6.96,26.78,1440.0,38563.200000000004,31030.0,27186.2,3913.065326633166
Haiti,1994,Sweet potatoes,30833,8.58,27.28,1440.0,39283.200000000004,31148.0,31647.0,3218.4759916492694
Haiti,1995,Sweet potatoes,30536,12.32,27.3,1440.0,39312.0,30833.0,30770.0,2292.4924924924926
Haiti,1996,Sweet potatoes,30000,14.44,26.85,1440.0,38664.0,30536.0,30709.4,1943.0051813471503
Haiti,1997,Sweet potatoes,30189,16.35,27.74,1440.0,39945.6,30000.0,30541.2,1739.9999999999998
Haiti,1998,Sweet potatoes,29609,23.78,27.57,1440.0,39700.8,30189.0,30233.4,1194.8748991121872
Haiti,1999,Sweet potatoes,29655,26.32,27.01,1440.0,38894.4,29609.0,29997.8,1085.4685212298682
Haiti,2000,Sweet potatoes,30000,27.85,26.76,1440.0,38534.4,29655.0,29890.6,1039.8613518197574
Haiti,2001,Sweet potatoes,30261,27.85,27.21,1440.0,39182.4,30000.0,29942.8,1048.9081455805892
Haiti,2002,Sweet potatoes,30172,27.85,27.42,1440.0,39484.8,30261.0,29939.4,1045.8232235701905
Haiti,2004,Sweet potatoes,33138,27.85,27.37,1440.0,39412.8,30172.0,30645.2,1148.630849220104
Haiti,2005,Sweet potatoes,30030,27.85,27.35,1440.0,39384.0,33138.0,30720.2,1040.9012131715772
Haiti,2006,Sweet potatoes,34771,27.85,27.41,1440.0,39470.4,30030.0,31674.4,1205.2339688041593
Haiti,2007,Sweet potatoes,30014,27.85,27.47,1440.0,39556.799999999996,34771.0,31625.0,1040.3466204506065
Haiti,2008,Sweet potatoes,30026,27.85,27.08,1440.0,38995.2,30014.0,31595.8,1040.7625649913343
Haiti,2009,Sweet potatoes,39258,27.85,27.35,1440.0,39384.0,30026.0,32819.8,1360.7625649913343
Haiti,2010,Sweet potatoes,45841,27.85,27.19,1440.0,39153.6,39258.0,35982.0,1588.94280762565
Haiti,2011,Sweet potatoes,51166,27.85,27.1,1440.0,39024.0,45841.0,39261.0,1773.5181975736568
Haiti,2012,Sweet potatoes,56801,27.85,27.2,1440.0,39168.0,51166.0,44618.4,1968.8388214904678
Haiti,2013,Sweet potatoes,90938,27.85,27.2,1440.0,39168.0,56801.0,56800.8,3152.0970537261696
Haiti,1990,Yams,50000,17.14,27.11,1440.0,39038.4,90938.0,58949.2,2756.3395810363836
Haiti,1991,Yams,52778,18.86,27.01,1440.0,38894.4,50000.0,60336.6,2657.5025176233635
Haiti,1992,Yams,54895,11.52,26.81,1440.0,38606.4,52778.0,61082.4,4384.584664536741
Haiti,1993,Yams,55556,6.96,26.78,1440.0,38563.200000000004,54895.0,60833.4,6979.396984924623
Haiti,1994,Yams,50000,8.58,27.28,1440.0,39283.200000000004,55556.0,52645.8,5219.206680584551
Haiti,1995,Yams,50000,12.32,27.3,1440.0,39312.0,50000.0,52645.8,3753.7537537537537
Haiti,1996,Yams,50000,14.44,26.85,1440.0,38664.0,50000.0,52090.2,3238.3419689119173
Haiti,1997,Yams,50000,16.35,27.74,1440.0,39945.6,50000.0,51111.2,2881.8443804034578
Haiti,1998,Yams,54802,23.78,27.57,1440.0,39700.8,50000.0,50960.4,2211.541565778854
Haiti,1999,Yams,54167,26.32,27.01,1440.0,38894.4,54802.0,51793.8,1982.6866764275255
Haiti,2000,Yams,54201,27.85,26.76,1440.0,38534.4,54167.0,52634.0,1878.7175043327557
Haiti,2001,Yams,56286,27.85,27.21,1440.0,39182.4,54201.0,53891.2,1950.9878682842286
Haiti,2002,Yams,56677,27.85,27.42,1440.0,39484.8,56286.0,55226.6,1964.5407279029462
Haiti,2004,Yams,54972,27.85,27.37,1440.0,39412.8,56677.0,55260.6,1905.4419410745234
Haiti,2005,Yams,55000,27.85,27.35,1440.0,39384.0,54972.0,55427.2,1906.4124783362217
Haiti,2006,Yams,59803,27.85,27.41,1440.0,39470.4,55000.0,56547.6,2072.894280762565
Haiti,2007,Yams,54762,27.85,27.47,1440.0,39556.799999999996,59803.0,56242.8,1898.162911611785
Haiti,2008,Yams,54651,27.85,27.08,1440.0,38995.2,54762.0,55837.6,1894.3154246100519
Haiti,2009,Yams,64220,27.85,27.35,1440.0,39384.0,54651.0,57687.2,2225.9965337954936
Haiti,2010,Yams,69948,27.85,27.19,1440.0,39153.6,64220.0,60676.8,2424.540727902946
Haiti,2011,Yams,74540,27.85,27.1,1440.0,39024.0,69948.0,63624.2,2583.70883882149
Haiti,2012,Yams,79363,27.85,27.2,1440.0,39168.0,74540.0,68544.4,2750.8838821490467
Haiti,2013,Yams,110560,27.85,27.2,1440.0,39168.0,79363.0,79726.2,3832.2357019064125
Honduras,1991,Cassava,76776,6289.7,24.61,1976.0,48629.36,79680.0,78228.0,12.204683103629167
Honduras,1992,Cassava,77191,9904.59,24.77,1976.0,48945.52,76776.0,77882.33333333333,7.792670603164476
Honduras,1993,Cassava,70729,6768.0,24.58,1976.0,48570.079999999994,77191.0,76094.0,10.448958487221155
Honduras,1994,Cassava,67304,3160.91,24.87,1976.0,49143.12,70729.0,74336.0,21.285868351724115
Honduras,1995,Cassava,61251,7800.0,24.95,1976.0,49301.2,67304.0,70650.2,7.851685681322907
Honduras,1996,Cassava,56912,6464.0,24.39,1976.0,48194.64,61251.0,66677.4,8.803093580819798
Honduras,1997,Cassava,50689,6980.0,25.03,1976.0,49459.28,56912.0,61377.0,7.260994126915914
Honduras,1998,Cassava,47145,3495.0,25.37,1976.0,50131.12,50689.0,56660.2,13.485411899313501
Honduras,1999,Cassava,40120,2387.0,24.41,1976.0,48234.16,47145.0,51223.4,16.80067001675042
Honduras,2000,Cassava,39900,4376.0,24.43,1976.0,48273.68,40120.0,46953.2,9.115832762165867
Honduras,2001,Cassava,39716,1141.0,24.4,1976.0,48214.399999999994,39900.0,43514.0,34.77758318739054
Honduras,2002,Cassava,34738,1772.3,24.61,1976.0,48629.36,39716.0,40323.8,19.589465967405403
Honduras,2004,Cassava,38661,3034.91,24.68,1976.0,48767.68,34738.0,38627.0,12.734567230253862
Honduras,2005,Cassava,40000,3666.21,24.77,1976.0,48945.52,38661.0,38603.0,10.907474619669994
Honduras,2006,Cassava,40196,4297.51,24.88,1976.0,49162.88,40000.0,38662.2,9.351147258003355
Honduras,2007,Cassava,51254,5283.93,24.55,1976.0,48510.8,40196.0,40969.8,9.698141697241022
Honduras,2008,Cassava,57405,5130.42,24.25,1976.0,47918.0,51254.0,45503.2,11.18696189358891
Honduras,2009,Cassava,65876,4344.36,24.77,1976.0,48945.52,57405.0,50946.2,15.160078796693485
Honduras,2010,Cassava,63483,5736.63,24.49,1976.0,48392.24,65876.0,55642.8,11.064324468465202
Honduras,2011,Cassava,77259,6324.41,24.63,1976.0,48668.88,63483.0,63055.4,12.21406991799741
Honduras,2012,Cassava,70134,7194.91,24.47,1976.0,48352.72,77259.0,66831.4,9.746369812852024
Honduras,2013,Cassava,76637,7194.91,24.86,1976.0,49123.36,70134.0,70677.8,10.650077613533243
Honduras,1990,Maize,15188,9880.07,24.53,1976.0,48471.28,76637.0,60540.2,1.5370804983670798
Honduras,1991,Maize,13185,6289.7,24.61,1976.0,48629.36,15188.0,50480.6,2.0959511660069627
Honduras,1992,Maize,12942,9904.59,24.77,1976.0,48945.52,13185.0,37617.2,1.3065349969057876
Honduras,1993,Maize,13694,6768.0,24.58,1976.0,48570.079999999994,12942.0,26329.2,2.0230462402127345
Honduras,1994,Maize,13837,3160.91,24.87,1976.0,49143.12,13694.0,13769.2,4.376152388904175
Honduras,1995,Maize,16396,7800.0,24.95,1976.0,49301.2,13837.0,14010.8,2.101781822843225
Honduras,1996,Maize,16180,6464.0,24.39,1976.0,48194.64,16396.0,14609.8,2.502706883217324
Honduras,1997,Maize,15591,6980.0,25.03,1976.0,49459.28,16180.0,15139.6,2.2333476579286633
Honduras,1998,Maize,10557,3495.0,25.37,1976.0,50131.12,15591.0,14512.2,3.0197368421052633
Honduras,1999,Maize,12249,2387.0,24.41,1976.0,48234.16,10557.0,14194.6,5.1293969849246235
Honduras,2000,Maize,14360,4376.0,24.43,1976.0,48273.68,12249.0,13787.4,3.2807859264336305
Honduras,2001,Maize,14992,1141.0,24.4,1976.0,48214.399999999994,14360.0,13549.8,13.12784588441331
Honduras,2002,Maize,13655,1772.3,24.61,1976.0,48629.36,14992.0,13162.6,7.700332713020922
Honduras,2004,Maize,13855,3034.91,24.68,1976.0,48767.68,13655.0,13822.2,4.56370577520414
Honduras,2005,Maize,15387,3666.21,24.77,1976.0,48945.52,13855.0,14449.8,4.195832799321555
Honduras,2006,Maize,15394,4297.51,24.88,1976.0,49162.88,15387.0,14656.6,3.581240941628611
Honduras,2007,Maize,16922,5283.93,24.55,1976.0,48510.8,15394.0,15042.6,3.2019345573167475
Honduras,2008,Maize,16885,5130.42,24.25,1976.0,47918.0,16922.0,15688.6,3.2905121779156645
Honduras,2009,Maize,17503,4344.36,24.77,1976.0,48945.52,16885.0,16418.2,4.027974667231254
Honduras,2010,Maize,16504,5736.63,24.49,1976.0,48392.24,17503.0,16641.6,2.87644898677677
Honduras,2011,Maize,16593,6324.41,24.63,1976.0,48668.88,16504.0,16881.4,2.6232291661726275
Honduras,2012,Maize,15795,7194.91,24.47,1976.0,48352.72,16593.0,16656.0,2.194996880172209
Honduras,2013,Maize,16214,7194.91,24.86,1976.0,49123.36,15795.0,16521.8,2.253224401083393
Honduras,1990,Plantains and others,149570,9880.07,24.53,1976.0,48471.28,16214.0,42935.2,15.137024633971828
Honduras,1991,Plantains and others,153416,6289.7,24.61,1976.0,48629.36,149570.0,70317.6,24.387746991590763
Honduras,1992,Plantains and others,140017,9904.59,24.77,1976.0,48945.52,153416.0,95002.4,14.135149950684411
Honduras,1993,Plantains and others,144636,6768.0,24.58,1976.0,48570.079999999994,140017.0,120770.6,21.36741025262225
Honduras,1994,Plantains and others,171911,3160.91,24.87,1976.0,49143.12,144636.0,151910.0,54.369352701373536
Honduras,1995,Plantains and others,166370,7800.0,24.95,1976.0,49301.2,171911.0,155270.0,21.32675298038713
Honduras,1996,Plantains and others,163476,6464.0,24.39,1976.0,48194.64,166370.0,157282.0,25.28631090487239
Honduras,1997,Plantains and others,146964,6980.0,25.03,1976.0,49459.28,163476.0,158671.4,21.05199828104856
Honduras,1998,Plantains and others,126148,3495.0,25.37,1976.0,50131.12,146964.0,154973.8,36.08352402745995
Honduras,1999,Plantains and others,108108,2387.0,24.41,1976.0,48234.16,126148.0,142213.2,45.2713567839196
Honduras,2000,Plantains and others,89864,4376.0,24.43,1976.0,48273.68,108108.0,126912.0,20.530957276673522
Honduras,2001,Plantains and others,87408,1141.0,24.4,1976.0,48214.399999999994,89864.0,111698.4,76.53940455341507
Honduras,2002,Plantains and others,87324,1772.3,24.61,1976.0,48629.36,87408.0,99770.4,49.243782777871765
Honduras,2004,Plantains and others,85420,3034.91,24.68,1976.0,48767.68,87324.0,91624.8,28.13653896195869
Honduras,2005,Plantains and others,84440,3666.21,24.77,1976.0,48945.52,85420.0,86891.2,23.025678922123358
Honduras,2006,Plantains and others,89857,4297.51,24.88,1976.0,49162.88,84440.0,86889.8,20.904220299592183
Honduras,2007,Plantains and others,85951,5283.93,24.55,1976.0,48510.8,89857.0,86598.4,16.263413138868444
Honduras,2008,Plantains and others,86715,5130.42,24.25,1976.0,47918.0,85951.0,86476.6,16.898831122769135
Honduras,2009,Plantains and others,98922,4344.36,24.77,1976.0,48945.52,86715.0,89177.0,22.764972292284185
Honduras,2010,Plantains and others,108014,5736.63,24.49,1976.0,48392.24,98922.0,93891.8,18.82554295066081
Honduras,2011,Plantains and others,119975,6324.41,24.63,1976.0,48668.88,108014.0,99915.4,18.967149955496957
Honduras,2012,Plantains and others,119965,7194.91,24.47,1976.0,48352.72,119975.0,106718.2,16.671275766372844
Honduras,2013,Plantains and others,121433,7194.91,24.86,1976.0,49123.36,119965.0,113661.8,16.875280541307493
Honduras,1990,Potatoes,113100,9880.07,24.53,1976.0,48471.28,121433.0,116497.4,11.446128809936576
Honduras,1991,Potatoes,126721,6289.7,24.61,1976.0,48629.36,113100.0,120238.8,20.144181092724182
Honduras,1992,Potatoes,168751,9904.59,24.77,1976.0,48945.52,126721.0,129994.0,17.035936274366293
Honduras,1993,Potatoes,114676,6768.0,24.58,1976.0,48570.079999999994,168751.0,128936.2,16.94135027330477
Honduras,1994,Potatoes,107494,3160.91,24.87,1976.0,49143.12,114676.0,126148.4,33.99654006597278
Honduras,1995,Potatoes,108075,7800.0,24.95,1976.0,49301.2,107494.0,125143.4,13.853993077810538
Honduras,1996,Potatoes,128591,6464.0,24.39,1976.0,48194.64,108075.0,125517.4,19.890332559938127
Honduras,1997,Potatoes,132505,6980.0,25.03,1976.0,49459.28,128591.0,118268.2,18.980805042257558
Honduras,1998,Potatoes,129694,3495.0,25.37,1976.0,50131.12,132505.0,121271.8,37.09782608695652
Honduras,1999,Potatoes,105190,2387.0,24.41,1976.0,48234.16,129694.0,120811.0,44.049413735343386
Honduras,2000,Potatoes,163204,4376.0,24.43,1976.0,48273.68,105190.0,131836.8,37.28672606808316
Honduras,2001,Potatoes,170700,1141.0,24.4,1976.0,48214.399999999994,163204.0,140258.6,149.47460595446586
Honduras,2002,Potatoes,165543,1772.3,24.61,1976.0,48629.36,170700.0,146866.2,93.35307054643884
Honduras,2004,Potatoes,172745,3034.91,24.68,1976.0,48767.68,165543.0,155476.4,56.900566881099905
Honduras,2005,Potatoes,161908,3666.21,24.77,1976.0,48945.52,172745.0,166820.0,44.150185018038236
Honduras,2006,Potatoes,162963,4297.51,24.88,1976.0,49162.88,161908.0,166771.8,37.91150887167879
Honduras,2007,Potatoes,181923,5283.93,24.55,1976.0,48510.8,162963.0,169016.4,34.42297248970185
Honduras,2008,Potatoes,210827,5130.42,24.25,1976.0,47918.0,181923.0,178073.2,41.08550849472466
Honduras,2009,Potatoes,166654,4344.36,24.77,1976.0,48945.52,210827.0,176855.0,38.35217335272567
Honduras,2010,Potatoes,146252,5736.63,24.49,1976.0,48392.24,166654.0,173723.8,25.489967111856288
Honduras,2011,Potatoes,159629,6324.41,24.63,1976.0,48668.88,146252.0,173057.0,25.23615070011272
Honduras,2012,Potatoes,142073,7194.91,24.47,1976.0,48352.72,159629.0,165087.0,19.74357655946225
Honduras,2013,Potatoes,163465,7194.91,24.86,1976.0,49123.36,142073.0,155614.6,22.716376386030397
Honduras,1990,"Rice, paddy",25026,9880.07,24.53,1976.0,48471.28,163465.0,127289.0,2.5327216586867616
Honduras,1991,"Rice, paddy",25924,6289.7,24.61,1976.0,48629.36,25026.0,103223.4,4.1210040218099735
Honduras,1992,"Rice, paddy",26931,9904.59,24.77,1976.0,48945.52,25924.0,76683.8,2.718767887627087
Honduras,1993,"Rice, paddy",26536,6768.0,24.58,1976.0,48570.079999999994,26931.0,53576.4,3.9202245531097653
Honduras,1994,"Rice, paddy",24906,3160.91,24.87,1976.0,49143.12,26536.0,25864.6,7.8768845413057305
Honduras,1995,"Rice, paddy",26103,7800.0,24.95,1976.0,49301.2,24906.0,26080.0,3.3461094731444687
Honduras,1996,"Rice, paddy",26768,6464.0,24.39,1976.0,48194.64,26103.0,26248.8,4.140448569218871
Honduras,1997,"Rice, paddy",31028,6980.0,25.03,1976.0,49459.28,26768.0,27068.2,4.444635439048847
Honduras,1998,"Rice, paddy",25468,3495.0,25.37,1976.0,50131.12,31028.0,26854.6,7.284897025171625
Honduras,1999,"Rice, paddy",21850,2387.0,24.41,1976.0,48234.16,25468.0,26243.4,9.149916247906198
Honduras,2000,"Rice, paddy",22923,4376.0,24.43,1976.0,48273.68,21850.0,25607.4,5.237148732008225
